0,,,
花,カ　,花弁，花壇，落花,⇔華
,はな,花，花火，草花,
佳,カ,佳作，佳人，絶佳,
価（價）,カ　,価値，価格，評価,⇔値
,あたい,価,
果,カ　,果実，果断，結果,果物（くだもの）
,はたす　,果たす，果たして〔副〕,
,はてる　,果てる,
,はて,果て,
河,カ　,河川，河口，運河,河岸（かし）
,,,河原（かわら）
,かわ,河,⇔川
苛,カ,苛酷，苛烈,
科,カ,科学，教科，罪科,
架,カ　,架橋，架空，書架,
,かける　,架ける,⇔掛ける，懸ける，賭ける
,かかる,架かる,⇔掛かる，懸かる
夏,カ　,夏季，初夏，盛夏,
,　ゲ　,夏至,
,なつ,夏，夏服，真夏,
家,カ　,家屋，家庭，作家,
,ケ　,家来，本家，分家,
,いえ　,家，家柄，家元,
,や,家主，借家,母家（おもや）
,,,⇔屋
荷,カ　,出荷，入荷,
,に,荷，荷物，初荷,
華,カ　,華美，繁華，栄華,⇔花
,　ケ　,香華，散華,
,はな,華やかだ，華やぐ，華々しい,
菓,カ,菓子，製菓，茶菓,
貨,カ,貨物，貨幣，通貨,
渦,カ　,渦中,
,うず,渦，渦潮，渦巻く,
過,カ　,過度，過失，通過,
,すぎる　,過ぎる，昼過ぎ,
,すごす　,過ごす,
,あやまつ　,過つ,
,あやまち,過ち,
嫁,カ　,再嫁，転嫁，嫁する,
,よめ　,嫁，花嫁,
,とつぐ,嫁ぐ，嫁ぎ先,
暇,カ　,余暇，休暇，寸暇,
,ひま,暇，暇な時,
禍（禍）,カ,禍福，禍根，災禍,
靴,カ　,製靴,
,くつ,靴，靴下，革靴,
寡,カ,寡黙，寡婦，多寡,
歌,カ　,歌曲，唱歌，短歌,
,うた　,歌,⇔唄
,うたう,歌う,⇔謡う
箇,カ,箇条，箇所,
稼,カ　,稼業，稼働,
,かせぐ,稼ぐ，稼ぎ,
課,カ,課，日課，課する,
蚊,か,蚊，蚊柱，やぶ蚊,蚊帳（かや）
牙,ガ　,牙城，歯牙,
,　ゲ　,象牙,
,きば,牙,
瓦,ガ　,瓦解,
,かわら,瓦，瓦屋根,
我,ガ　,我流，彼我，自我,
,われ　,我，我々，我ら,
,わ,我が国,
画（畫）,ガ　,画家，図画，映画,
,カク,画期的，計画，区画,
芽,ガ　,発芽，麦芽，肉芽,
,め,芽，芽生える，新芽,
賀,ガ,賀状，祝賀，賀する,
雅,ガ,雅趣，優雅，風雅,
餓,ガ,餓死，餓鬼，飢餓,
介,カイ,介入，紹介，介する,
回,カイ　,回答，転回，次回,⇔周り
,　エ　,回向,
,まわる　,回る，回り，回り道,
,まわす,回す，手回し,
灰,カイ　,灰白色，石灰,
,はい,灰，灰色，火山灰,
会（會）,カイ　,会話，会計，社会,⇔合う，遭う
,エ　,会釈，会得，法会,
,あう,会う,
快,カイ　,快活，快晴，明快,
,こころよい,快い,
戒,カイ　,戒心，戒律，警戒,
,いましめる,戒める，戒め,
改,カイ　,改造，改革，更改,
,あらためる　,改める，改めて〔副〕,
,あらたまる,改まる,
怪,カイ　,怪談，怪物，奇怪,⇔妖しい
,あやしい　,怪しい，怪しげだ,
,あやしむ,怪しむ,
拐,カイ,拐帯，誘拐,
悔（悔）,カイ　,悔恨，後悔,
,くいる　,悔いる，悔い,
,くやむ　,悔やむ，お悔やみ,
,くやしい,悔しい，悔しがる,
海（海）,カイ　,海岸，海水浴，航海,海女・海士（あま）
,うみ,海，海鳴り,海原（うなばら）
界,カイ,境界，限界，世界,
皆,カイ　,皆無，皆勤，皆出席,
,みな,皆，皆さん,
械,カイ,機械,
絵（繪）,カイ　,絵画,
,エ,絵本，絵図，口絵,
開,カイ　,開始，開拓，展開,
,ひらく　,開く，川開き,
,ひらける　,開ける,
,あく　,開く,⇔空く，明く
,あける,開ける，開けたて,⇔空ける，明ける
階,カイ,階段，階級，地階,
塊,カイ　,塊状，山塊,
,かたまり,塊,
楷,カイ,楷書,
解,カイ　,解決，解禁，理解,
,ゲ　,解脱，解熱剤，解毒剤,
,とく　,解く,⇔溶く
,とかす　,解かす,⇔溶かす
,とける,解ける,⇔溶ける
潰,カイ　,潰瘍,
,つぶす　,潰す,
,つぶれる,潰れる,
壊（壞）,カイ　,壊滅，破壊，決壊,
,こわす　,壊す,
,こわれる,壊れる,
懐（懷）,カイ　,懐中，懐古，述懐,
,ふところ　,懐，懐手，内懐,
,なつかしい　,懐かしい,
,なつかしむ　,懐かしむ,
,なつく　,懐く,
,なつける,懐ける,
諧,カイ,俳諧,
貝,かい,貝，貝細工，ほら貝,
外,ガイ　,外出，海外，除外,⇔他
,ゲ　,外科，外題，外道,
,そと　,外，外囲い,
,ほか　,外，その外,
,はずす　,外す，踏み外す,
,はずれる,外れる，町外れ,
劾,ガイ,弾劾,
害,ガイ,害悪，被害，損害,
崖,ガイ　,断崖,
,がけ,崖下,
涯,ガイ,生涯,
街,ガイ　,街頭，市街，商店街,⇔町
,　カイ　,街道,
,まち,街，街角,
慨（慨）,ガイ,慨嘆，憤慨，感慨,
蓋,ガイ　,頭蓋骨,
,ふた,蓋，火蓋,
該,ガイ,該当，該博，当該,
概（槪）,ガイ,概念，大概，概して,
骸,ガイ,形骸化，死骸,
垣,かき,垣，垣根,
柿,かき,柿,
各,カク　,各自，各種，各位,「各々」とも書く。
,おのおの,各,
角,カク　,角度，三角，頭角,
,かど　,角，街角，四つ角,
,つの,角，角笛,
拡（擴）,カク,拡大，拡張，拡声器,
革,カク　,革新，改革，皮革,⇔皮
,かわ,革，革靴,
格,カク　,格式，規格，性格,
,　コウ,格子,
核,カク,核心，核反応，結核,
殻（殼）,カク　,甲殻，地殻,
,から,殻，貝殻,
郭,カク,城郭，外郭，輪郭,
覚（覺）,カク　,覚悟，知覚，発覚,
,おぼえる　,覚える，覚え,
,さます　,覚ます，目覚まし,
,さめる,覚める，目覚め,
較,カク,比較,
隔,カク　,隔離，隔月，間隔,
,へだてる　,隔てる，隔て,
,へだたる,隔たる，隔たり,
閣,カク,閣議，閣僚，内閣,
確,カク　,確定，確認，正確,
,たしか　,確かだ，確かさ,
,たしかめる,確かめる,
獲,カク　,獲得，捕獲，漁獲高,⇔得る
,える,獲る，獲物,
嚇,カク,威嚇,
穫,カク,収穫,
学（學）,ガク　,学習，科学，大学,
,まなぶ,学ぶ,
岳（嶽）,ガク　,岳父，山岳,
,たけ,○○岳,
楽（樂）,ガク　,楽隊，楽器，音楽,神楽（かぐら）
,ラク　,楽園，快楽，娯楽,
,たのしい　,楽しい，楽しさ，楽しげだ,
,たのしむ,楽しむ,
額,ガク　,額縁，金額，前額部,
,ひたい,額,
顎,ガク　,顎関節,
,あご,顎,
掛,かける　,掛ける,⇔懸ける，架ける，賭ける
,かかる　,掛かる,⇔係る，懸かる，架かる
,かかり,掛,⇔係
潟,かた,干潟，○○潟,
括,カツ,括弧，一括，包括,
活,カツ,活動，活力，生活,
喝（喝）,カツ,喝破，一喝，恐喝,
渇（渴）,カツ　,渇望，渇水,⇔乾く
,かわく,渇く，渇き,
割,カツ　,割愛，割拠，分割,⇔裂く
,わる　,割る,
,わり　,割がいい，割合，割に，五割,
,われる　,割れる，ひび割れ,
,さく,割く,
葛,カツ　,葛藤,＊（（付）第２の３参照）
,くず,葛，葛湯,
滑,カツ　,滑走，滑降，円滑,
,コツ　,滑稽,
,すべる　,滑る，滑り,
,なめらか,滑らかだ,
褐（褐）,カツ,褐色，茶褐色,
轄,カツ,管轄，所轄，直轄,
且,かつ,且つ,
株,かぶ,株，株式,
釜,かま,釜,
鎌,かま,鎌，鎌倉時代,
刈,かる,刈る，刈り入れ,
干,カン　,干渉，干潮，若干,
,ほす　,干す，干し物,
,ひる,干上がる，干物，潮干狩り,
刊,カン,刊行，発刊，週刊,
甘,カン　,甘言，甘受，甘味料,
,あまい　,甘い，甘み,
,あまえる　,甘える,
,あまやかす,甘やかす,
汗,カン　,汗顔，発汗,
,あせ,汗，汗ばむ,
缶（罐）,カン,缶，缶詰，製缶,
完,カン,完全，完成，未完,
肝,カン　,肝臓，肝胆，肝要,
,きも,肝，肝っ玉,
官,カン,官庁，官能，教官,
冠,カン　,冠詞，王冠，栄冠,
,かんむり,冠,
巻（卷）,カン　,巻頭，圧巻，一巻,
,まく　,巻く，巻き貝,
,まき,巻の一,
看,カン,看護，看破，看板,
陥（陷）,カン　,陥落，陥没，欠陥,
,おちいる　,陥る,
,おとしいれる,陥れる,
乾,カン　,乾燥，乾杯，乾電池,⇔渇く
,かわく　,乾く,
,かわかす,乾かす,
勘,カン,勘弁，勘当,
患,カン　,患者，疾患,⇔煩う
,わずらう,患う，長患い,
貫,カン　,貫通，縦貫，尺貫法,
,つらぬく,貫く,
寒,カン　,寒暑，寒村，厳寒,
,さむい,寒い，寒がる，寒空,
喚,カン,喚問，召喚，叫喚,
堪,カン　,堪忍，堪能,「堪能」は，「タンノウ」とも。
,たえる,堪える,⇔耐える
換,カン　,換気，換算，交換,
,かえる　,換える,⇔代える，替える，変える
,かわる,換わる,⇔代わる，替わる，変わる
敢,カン,敢然，果敢，勇敢,
棺,カン,棺おけ，石棺，出棺,
款,カン,定款，借款，落款,
間,カン　,間隔，中間，時間,
,ケン　,世間，人間,
,あいだ　,間，間柄,
,ま,間，間違う，客間,
閑,カン,閑静，閑却，繁閑,
勧（勸）,カン　,勧誘，勧奨，勧告,⇔進める，薦める
,すすめる,勧める，勧め,
寛（寬）,カン,寛大，寛容，寛厳,
幹,カン　,幹線，幹事，根幹,
,みき,幹,
感,カン,感心，感覚，直感,
漢（漢）,カン,漢字，漢語，門外漢,
慣,カン　,慣例，慣性，習慣,
,なれる　,慣れる，慣れ,
,ならす,慣らす,
管,カン　,管理，管制，鉄管,
,くだ,管,
関（關）,カン　,関節，関係，関する,
,せき　,関，関取，関の山,
,かかわる,関わる，関わり,
歓（歡）,カン,歓迎，歓声，交歓,
監,カン,監視，監督，総監,
緩,カン　,緩和，緩慢，緩急,
,ゆるい　,緩い,
,ゆるやか　,緩やかだ,
,ゆるむ　,緩む，緩み,
,ゆるめる,緩める,
憾,カン,遺憾,
還,カン,還元，生還，返還,
館,カン　,館内，旅館，図書館,
,やかた,館,
環,カン,環状，環境，循環,
簡,カン,簡単，簡易，書簡,
観（觀）,カン,観察，客観，壮観,
韓,カン,韓国,
艦,カン,艦船，艦隊，軍艦,
鑑,カン　,鑑賞，鑑定，年鑑,
,かんがみる,鑑みる,
丸,ガン　,丸薬，弾丸，砲丸,⇔円い
,まる　,丸，丸太，丸洗い,
,まるい　,丸い，丸み，丸さ,
,まるめる,丸める,
含,ガン　,含有，含蓄，包含,
,ふくむ　,含む，含み,
,ふくめる,含める,
岸,ガン　,岸壁，対岸，彼岸,河岸（かし）
,きし,岸，向こう岸,
岩,ガン　,岩石，岩塩，火成岩,
,いわ,岩，岩場,
玩,ガン,玩具，愛玩,
眼,ガン　,眼球，眼力，主眼,眼鏡（めがね）
,　ゲン　,開眼,
,まなこ,眼，どんぐり眼，血眼,
頑,ガン,頑強，頑健，頑固,
顔,ガン　,顔面，童顔，厚顔,笑顔（えがお）
,かお,顔，横顔，したり顔,
願,ガン　,願望，祈願，志願,
,ねがう,願う，願い，願わしい,
企,キ　,企画，企図，企業,
,くわだてる,企てる，企て,
伎,キ,歌舞伎,
危,キ　,危険，危害，安危,
,あぶない　,危ない，危ながる,
,あやうい　,危うい，危うく,
,あやぶむ,危ぶむ,
机,キ　,机上，机辺,
,つくえ,机,
気（氣）,キ　,気体，気候，元気,意気地（いくじ）
,ケ,気配，気色ばむ，火の気,浮気（うわき）
岐,キ,岐路，分岐，多岐,岐阜（ぎふ）県
希,キ,希望，希少，希薄,
忌,キ　,忌避，忌中，禁忌,
,いむ　,忌む,
,いまわしい,忌まわしい,
汽,キ,汽車，汽船，汽笛,
奇,キ,奇襲，奇数，珍奇,数奇屋（すきや）
祈（祈）,キ　,祈願，祈念,
,いのる,祈る，祈り,
季,キ,季節，四季，雨季,
紀,キ,紀行，紀元，風紀,
軌,キ,軌道，広軌，常軌,
既（既）,キ　,既成，既婚，既往症,
,すでに,既に,
記,キ　,記入，記号，伝記,
,しるす,記す,
起,キ　,起立，起源，奮起,
,おきる　,起きる，早起き,
,おこる　,起こる,⇔興る
,おこす,起こす,⇔興す
飢,キ　,飢餓,
,うえる,飢える，飢え,
鬼,キ　,鬼神，鬼才，餓鬼,
,おに,鬼，鬼ごっこ，赤鬼,
帰（歸）,キ　,帰還，帰納，復帰,
,かえる　,帰る，帰り,⇔返る
,かえす,帰す,⇔返す
基,キ　,基礎，基準，基地,⇔下，元，本
,もと　,基，基づく,
,もとい,基,
寄,キ　,寄宿，寄贈，寄港,数寄屋（すきや）
,よる　,寄る，近寄る，身寄り,最寄り（もより）
,よせる,寄せる，人寄せ,寄席（よせ）
規,キ,規則，規律，定規,
亀（龜）,キ　,亀裂,
,かめ,亀,
喜,キ　,喜劇，悲喜，歓喜,
,よろこぶ,喜ぶ，喜び，喜ばしい,
幾,キ　,幾何学,
,いく,幾つ，幾ら，幾日,
揮,キ,揮発油，指揮，発揮,
期,キ　,期間，期待，予期,
,　ゴ,最期，この期に及んで,
棋,キ,棋士，棋譜，将棋,
貴,キ　,貴重，貴下，騰貴,
,たっとい　,貴い,⇔尊い
,とうとい　,貴い,⇔尊い
,たっとぶ　,貴ぶ,⇔尊ぶ
,とうとぶ,貴ぶ,⇔尊ぶ
棄,キ,棄権，放棄，遺棄,
毀,キ,毀損，毀誉,
旗,キ　,旗手，旗艦，国旗,
,はた,旗，旗色，手旗,
器（器）,キ　,器量，器用，陶器,
,うつわ,器,
畿,キ,畿内，近畿,
輝,キ　,輝石，光輝,
,かがやく,輝く，輝き，輝かしい,
機,キ　,機械，機会，危機,
,はた,機，機織り,
騎,キ,騎士，騎馬，一騎当千,
技,ギ　,技術，技師，特技,⇔業
,わざ,技,
宜,ギ,適宜，便宜,
偽（僞）,ギ　,偽名，真偽，虚偽,
,いつわる　,偽る，偽り,
,にせ,偽，偽物，偽札,
欺,ギ　,詐欺,
,あざむく,欺く,
義,ギ,義理，意義，正義,
疑,ギ　,疑念，疑問，容疑,
,うたがう,疑う，疑い，疑わしい,
儀,ギ,儀式，威儀，地球儀,
戯（戲）,ギ　,戯曲，遊戯，児戯,
,たわむれる,戯れる，戯れ,
擬,ギ,擬音，擬人法，模擬,
犠（犧）,ギ,犠牲，犠打,
議,ギ,議論，会議，異議,
菊,キク,菊，菊花，白菊,
吉,キチ　,吉日，吉例，大吉,「吉日」は，「キツジツ」とも。
,キツ,吉報，不吉,
喫,キツ,喫煙，満喫，喫する,
詰,キツ　,詰問，難詰，面詰,
,つめる　,詰める，詰め物,
,つまる　,詰まる，行き詰まる,
,つむ,詰む，詰み,
却,キャク,却下，退却，売却,
客,キャク　,客間，客車，乗客,
,カク,客死，主客，旅客,
脚,キャク　,脚部，脚本，三脚,⇔足
,　キャ　,脚立，行脚,
,あし,脚，机の脚,
逆,ギャク　,逆上，逆転，順逆,
,さか　,逆立つ，逆さ，逆さま,
,さからう,逆らう,
虐,ギャク　,虐待，虐殺，残虐,
,しいたげる,虐げる,
九,キュウ　,九百，三拝九拝,
,ク　,九分九厘，九月,
,ここの　,九日，九重,
,ここのつ,九つ,
久,キュウ　,永久，持久，耐久,
,　ク　,久遠,
,ひさしい,久しい，久々,
及,キュウ　,及第，追及，普及,
,およぶ　,及ぶ，及び腰,
,および　,及び〔接〕,
,およぼす,及ぼす,
弓,キュウ　,弓道，弓状，洋弓,
,ゆみ,弓，弓矢,
丘,キュウ　,丘陵，砂丘,
,おか,丘,
旧（舊）,キュウ,旧道，新旧，復旧,
休,キュウ　,休止，休憩，定休,
,やすむ　,休む，休み,
,やすまる　,休まる,
,やすめる,休める，気休め,
吸,キュウ　,吸収，吸入，呼吸,
,すう,吸う,
朽,キュウ　,不朽，老朽，腐朽,
,くちる,朽ちる,
臼,キュウ　,臼歯，脱臼,
,うす,石臼,
求,キュウ　,求職，要求，追求,
,もとめる,求める，求め,
究,キュウ　,究明，研究，学究,⇔窮める，極める
,きわめる,究める,
泣,キュウ　,号泣，感泣,
,なく,泣く，泣き沈む,
急,キュウ　,急速，急務，緊急,
,いそぐ,急ぐ，急ぎ,
級,キュウ,等級，上級，階級,
糾,キュウ,糾弾，紛糾,
宮,キュウ　,宮殿，宮廷，離宮,
,グウ　,宮司，神宮，東宮,
,　ク　,,「宮内庁」などと使う。
,みや,宮，宮様,
救,キュウ　,救助，救援，救急,
,すくう,救う，救い,
球,キュウ　,球形，球技，地球,⇔玉，弾
,たま,球,
給,キュウ,給水，配給，月給,
嗅,キュウ　,嗅覚,＊（（付）第２の３参照）
,かぐ,嗅ぐ,
窮,キュウ　,窮極，窮屈，困窮,
,きわめる　,窮める,⇔究める，極める
,きわまる,窮まる,⇔極まる
牛,ギュウ　,牛馬，牛乳，闘牛,
,うし,牛,
去,キョ　,去年，去就，除去,
,コ　,過去,
,さる,去る，去る○日,
巨,キョ,巨大，巨匠，巨万,
居,キョ　,居住，居室，住居,居士（こじ）
,いる,居る，芝居,
拒,キョ　,拒絶，拒否,
,こばむ,拒む,
拠（據）,キョ　,拠点，占拠，根拠,
,コ,証拠,
挙（擧）,キョ　,挙手，挙国，壮挙,
,あげる　,挙げる，挙げて〔副〕,⇔上げる，揚げる
,あがる,挙がる,⇔上がる，揚がる
虚（虛）,キョ　,虚無，虚偽，空虚,
,　コ,虚空，虚無僧,
許,キョ　,許可，許諾，特許,
,ゆるす,許す，許し,
距,キョ,距離,
魚,ギョ　,魚類，金魚，鮮魚,雑魚（ざこ）
,うお　,魚，魚市場,
,さかな,魚，魚屋，煮魚,
御,ギョ　,御者，制御,
